TrackerID,FMSID,Title,Summary,CurrentPhase,DesignPercentComplete,ProcurementPercentComplete,ConstructionPercentComplete,DesignStart,DesignProjectedCompletion,DesignAdjustedCompletion,DesignActualCompletion,ProcurementStart,ProcurementProjectedCompletion,ProcurementAdjustedCompletion,ProcurementActualCompletion,ConstructionStart,ConstructionProjectedCompletion,ConstructionAdjustedCompletion,ConstructionActualCompletion,TotalFunding,ProjectLiaison,LastUpdated,FundingSource,name,ParkID,Latitude,Longitude,Borough
1186,846 P-104GPPV,Grant Park Playground and Basketball Court Reconstruction,This project will reconstruct of the playground and basketball court at Grant Park.,completed,100,100,100,03/01/2015 12:00:00 AM,12/01/2016 12:00:00 AM,08/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,05/01/2018 12:00:00 AM,09/01/2018 12:00:00 AM,07/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,02/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,"$3,458,000",Michelle Martell,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Northwest Corner of the intersection of Grant Avenue and East 169th Street,X271,40.8376625,-73.91207028,Bronx
7036,846 P-4CPIGRS,Grassmere Playground Reconstruction,"This project will reconstruct the play equipment, swings, landscaping, and sitting areas in Grassmere Playground.",completed,100,100,100,02/01/2015 12:00:00 AM,12/01/2015 12:00:00 AM,,01/01/2016 12:00:00 AM,01/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,07/01/2016 12:00:00 AM,11/01/2016 12:00:00 AM,05/01/2018 12:00:00 AM,,11/01/2017 12:00:00 AM,"$3,919,000",Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,Hanson Court between Grassmere Terrace and Briar Place,Q353,40.59927694,-73.75891,Queens
1721,846 P-212GRVD,Gravesend Park Comfort Station Construction,This project will construct a new comfort station at Gravesend Park.,completed,100,100,100,01/01/2012 12:00:00 AM,07/01/2013 12:00:00 AM,09/01/2014 12:00:00 AM,09/01/2014 12:00:00 AM,09/01/2014 12:00:00 AM,06/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,04/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$1,871,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",18th Avenue between 56th Street and 57th Street,B042,40.624007,-73.984896,Brooklyn
1615,846 P-212C17F,Gravesend Park Playground and Court Area Reconstruction,This project will demolish the hockey rink and expand the playground and reconstruct the court area and ballfields in Gravesend Park.,completed,100,100,100,09/01/2009 12:00:00 AM,11/01/2012 12:00:00 AM,04/01/2013 12:00:00 AM,04/01/2014 12:00:00 AM,04/01/2014 12:00:00 AM,01/01/2015 12:00:00 AM,,12/01/2014 12:00:00 AM,05/01/2015 12:00:00 AM,11/01/2016 12:00:00 AM,03/01/2017 12:00:00 AM,10/01/2016 12:00:00 AM,"$5,321,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council","18th Avenue, 55th Street, 19th Avenue, 58th Street",B042,40.623538,-73.985007,Brooklyn
1062111,846 EXPENSE,New Dorp Beach Temporary Berm Reconstruction,This project will reconstruct and maintain temporary berms installed after Hurricane Sandy at New Dorp Beach in Staten Island.,completed,100,100,100,11/01/2014 12:00:00 AM,06/01/2015 12:00:00 AM,,02/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,06/01/2016 12:00:00 AM,,06/01/2016 12:00:00 AM,"$53,000",Joseph Homsey,07/11/2021 12:00:00 AM,Mayoral,,R016,40.55554,-74.109621,Staten Island
6318,846 SANDY5-23,New Dorp Center Interior Reconstruction (Hurricane Sandy),This project will reconstruct the first floor of the New Dorp Center in Staten Island due to damage from Hurricane Sandy.,completed,100,100,100,04/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,09/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,04/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,09/01/2019 12:00:00 AM,,08/01/2019 12:00:00 AM,"$3,014,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council, Federal",128 Cedar Grove Avenue,R016,40.561401413259,-74.099997762258,Staten Island
5921,846 P-5OAKBRM,Cedar Grove Beach Access Improvements,This project will reconstruct the roads and paths at Cedar Grove Beach in Great Kills Park.,completed,100,100,100,10/01/2011 12:00:00 AM,06/01/2012 12:00:00 AM,,09/01/2012 12:00:00 AM,09/01/2012 12:00:00 AM,06/01/2013 12:00:00 AM,,05/01/2013 12:00:00 AM,06/01/2014 12:00:00 AM,06/01/2015 12:00:00 AM,,05/01/2015 12:00:00 AM,"$385,000",Joseph Homsey,07/11/2021 12:00:00 AM,City Council,Cedar Grove Beach Place,R016,40.557379,-74.101816,Staten Island
7066,846 SANDY5-30,New Dorp Beach Site Restoration in Great Kills Park (Hurricane Sandy),"This project will reconstruct Hurricane Sandy-damaged site amenities, a spray shower and paths at New Dorp Beach in Great Kills Park.",completed,100,100,100,04/01/2015 12:00:00 AM,05/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,04/01/2018 12:00:00 AM,04/01/2019 12:00:00 AM,,02/01/2019 12:00:00 AM,"$1,007,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Mayoral, Federal",Ebbits Avenue and New Dorp Lane along Cedar Grove Avenue,R016,40.557726,-74.101228,Staten Island
6205,846 P-501CEDG,Cedar Grove Beach Freshwater Wetlands Reconstruction and Planting,"This project will reconstruct the freshwater wetlands, plantings and site work at Cedar Grove Beach in Great Kills Park.",completed,100,100,100,11/01/2013 12:00:00 AM,06/01/2014 12:00:00 AM,,07/01/2014 12:00:00 AM,07/01/2014 12:00:00 AM,03/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,09/01/2015 12:00:00 AM,09/01/2017 12:00:00 AM,,01/01/2017 12:00:00 AM,"$799,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Mayoral, City Council",Ebbitts Street and Cedar Grove Avenue,R016,40.550913,-74.11102,Staten Island
7087,846 P-204GRCK,Green Central Knoll Comfort Station Construction,This project will construct a new comfort station and an accessible ramp in Green Central Knoll.,completed,100,100,100,09/01/2014 12:00:00 AM,10/01/2015 12:00:00 AM,,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,,05/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,08/01/2019 12:00:00 AM,"$3,793,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council, Private","Evergreen Avenue, Noll Street, Central Avenue, Flushing Avenue",B395,40.70193361,-73.93303472,Brooklyn
3823,846 P-5NATCT2,Greenbelt Native Plant Center Heating System Reconstruction,This project will reconstruct the heating system at the Greenbelt Native Plant Center.,completed,100,100,100,07/01/2009 12:00:00 AM,07/01/2012 12:00:00 AM,,11/01/2013 12:00:00 AM,11/01/2013 12:00:00 AM,08/01/2014 12:00:00 AM,03/01/2015 12:00:00 AM,03/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,05/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,11/01/2016 12:00:00 AM,"$47,000",Joseph Homsey,07/11/2021 12:00:00 AM,Mayoral,3808 Victory Boulevard,R017A,40.59607611,-74.181555,Staten Island
6277,846 P-503GCPL,Greencroft Playground Comfort Station Construction,This project will demolish the existing comfort station and construct a new comfort station at Greencroft Playground.,construction,100,100,26,05/01/2015 12:00:00 AM,06/01/2016 12:00:00 AM,07/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,04/01/2018 12:00:00 AM,10/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,12/01/2019 12:00:00 AM,06/01/2021 12:00:00 AM,09/01/2021 12:00:00 AM,,"$3,301,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Borough President, City Council",Greencroft Avenue Between Redgrave Avenue and Ainsworth Avenue,R089,40.55177917,-74.13643444,Staten Island
9970,,Greencroft Playground Reconstruction,This project will reconstruct the playground area at Greencroft Playground.,proposed,0,0,0,,,,,,,,,,,,,Between $1 million and $3 million,,07/11/2021 12:00:00 AM,City Council,Redgrave Avenue and Greencroft Avenue,R089,40.551926,-74.136184,Staten Island
9820,846 P-202GRPL,Greene Playground Reconstruction,This project will reconstruct the playground at Greene Playground.,design,35,0,0,01/01/2021 12:00:00 AM,01/01/2022 12:00:00 AM,,,,,,,,,,,Between $3 million and $5 million,Davey Ives,07/11/2021 12:00:00 AM,City Council,Greene & Washington Avenues,B301,40.686323,-73.965791,Brooklyn
9228,,Greenwood Playground Green Infrastructure Construction,This project will construct green infrastructure to capture storm water at Greenwood Playground.,proposed,0,0,0,,,,,,,,,,,,,Less than $1 million,,07/11/2021 12:00:00 AM,"Mayoral, City Council","Ft. Hamilton Parkway, Prospect Avenue, Greenwood Avenue",B130,40.649899763671,-73.976299536633,Brooklyn
8997,846 P-1GHPCSR,Grove Hill Playground Comfort Station Reconstruction,This project will reconstruct the comfort station in Grove Hill Playground.,construction,100,100,55,01/01/2018 12:00:00 AM,01/01/2019 12:00:00 AM,,01/01/2019 12:00:00 AM,01/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,04/01/2022 12:00:00 AM,,,"$1,551,000",Michelle Martell,07/11/2021 12:00:00 AM,Mayoral,East 158th Street between Eagle Avenue and Cauldwell Avenue,X235,40.819976,-73.908997,Bronx
9345,846 P-4BWSTF1,Grover Cleveland Playground and Pals Oval Synthetic Turf Fields Reconstruction,This project will reconstruct the synthetic turf fields at Grover Cleveland Playground and Pals Oval.,completed,100,100,100,10/01/2018 12:00:00 AM,01/01/2019 12:00:00 AM,,01/01/2019 12:00:00 AM,01/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,06/01/2021 12:00:00 AM,,11/01/2020 12:00:00 AM,"$1,658,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,Mayoral,"Rene Court, Grandview Avenue, Stanhope Street & Fairview Avenue",Q002,40.710285,-73.911492,Queens
9345,846 P-4BWSTF1,Grover Cleveland Playground and Pals Oval Synthetic Turf Fields Reconstruction,This project will reconstruct the synthetic turf fields at Grover Cleveland Playground and Pals Oval.,completed,100,100,100,10/01/2018 12:00:00 AM,01/01/2019 12:00:00 AM,,01/01/2019 12:00:00 AM,01/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,06/01/2021 12:00:00 AM,,11/01/2020 12:00:00 AM,"$1,658,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,Mayoral,"North Conduit Avenue, between 80 and 88 Streets, 133 Avenue",Q094,40.671696,-73.848657,Queens
8839,846 P-2CPILWS,Lewis Playground Reconstruction,This project will reconstruct Lewis Playground.,procurement,100,40,0,10/01/2017 12:00:00 AM,10/01/2018 12:00:00 AM,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,,,,,,,Less than $1 million,Davey Ives,07/11/2021 12:00:00 AM,Mayoral,Willoughby Avenue between Lewis Avenue and Marcus Garvey Boulevard,B430,40.695451,-73.937892,Brooklyn
9570,846 P-1HAFFPT,Haffen Park Playground Reconstruction and Adult Fitness Equipment Construction,"This project will reconstruct the playground, including pavements, water and drainage systems, park lighting and plantings, and construct an adult fitness area at Haffen Park.",design,5,0,0,05/01/2021 12:00:00 AM,,,,,,,,,,,,Between $5 million and $10 million,Michelle Martell,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Burke Avenue and Ely Avenue,X196,40.874004,-73.838764,Bronx
9549,846 P-4HCHAND,Hallets Cove Playground Handball Court Reconstruction,This project will reconstruct the handball courts at Hallets Cove Playground.,procurement,100,5,0,02/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,,,,,,,Less than $1 million,Joanne Amagrande,07/11/2021 12:00:00 AM,Borough President,"Along East River, 1st Street, Astoria Blvd, and Vernon Blvd.",Q226,40.771845252988,-73.934263103335,Queens
8894,846 P-401HCSW,Hallets Cove Seawall Reconstruction,This project will reconstruct damaged portions of the seawall and railing at Hallets Cove.,construction,100,100,44,09/01/2017 12:00:00 AM,04/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,03/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,,"$6,549,000",Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,Along the East River from Hallets Cove Playground at Vernon Blvd to Hallets Point Playground at Astoria Blvd and 1st Street.,Q226,40.772227260986,-73.936314933849,Queens
7244,846 P-4HCOVPG,Hallets Cove Playground Reconstruction,This project will reconstruct Hallets Cove Playground.,completed,100,100,100,10/01/2016 12:00:00 AM,10/01/2017 12:00:00 AM,,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,08/01/2018 12:00:00 AM,11/01/2018 12:00:00 AM,11/01/2018 12:00:00 AM,02/01/2019 12:00:00 AM,02/01/2020 12:00:00 AM,,12/01/2019 12:00:00 AM,"$2,068,000",Joanne Amagrande,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Vernon Boulevard between Main Avenue and Astoria Boulevard,Q226,40.772385,-73.934067,Queens
8833,846 P-4HCOVP2,Hallets Cove Playground Multi Purpose Play Area Reconstruction,This project will reconstruct the multi-purpose play area at Hallets Cove Playground.,procurement,100,60,0,08/01/2018 12:00:00 AM,08/01/2019 12:00:00 AM,,08/01/2019 12:00:00 AM,08/01/2019 12:00:00 AM,05/01/2020 12:00:00 AM,07/01/2021 12:00:00 AM,,,,,,Between $3 million and $5 million,Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,"Vernon Boulevard, Main Avenue, and 8th Street",Q226,40.772252762233,-73.934072391123,Queens
1138111,846 P-3HMFISH,Hamilton Fish Park Basketball Courts and Adult Fitness Equipment Reconstruction,This project will reconstruct the basketball courts and adult fitness equipment at Hamilton Fish Park.,completed,100,100,100,11/01/2018 12:00:00 AM,10/01/2019 12:00:00 AM,,03/01/2020 12:00:00 AM,09/01/2019 12:00:00 AM,02/01/2020 12:00:00 AM,,02/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,06/01/2021 12:00:00 AM,05/01/2021 12:00:00 AM,"$537,000",Steve Simon,07/11/2021 12:00:00 AM,"Borough President, City Council",,M033,40.719893,-73.981165,Manhattan
9856,,Hamilton Fish Park Playground Reconstruction,This project will reconstruct the playground at Hamilton Fish Park.,proposed,0,0,0,12/01/2020 12:00:00 AM,,,,,,,,,,,,Between $3 million and $5 million,Steve Simon,07/11/2021 12:00:00 AM,City Council,East Houston Street between Sheriff Street and Pitt Street,M033,40.720120931487,-73.980483915228,Manhattan
7120,846 P-303HFRC,Hamilton Fish Recreation Center Reconstruction,This project will reconstruct Hamilton Fish Recreation Center.,design,5,0,0,06/01/2021 12:00:00 AM,,,,,,,,,,,,Greater than $10 million,Steve Simon,07/11/2021 12:00:00 AM,"Mayoral, City Council",Pitt Street between Stanton Street and East Houston Street,M033,40.71979361,-73.98083028,Manhattan
8737,846 P-2STFHM,Hamilton-Metz Field Synthetic Turf Field Reconstruction,This project will reconstruct the existing synthetic turf field at Hamilton-Metz Field.,completed,100,100,100,11/01/2017 12:00:00 AM,11/01/2018 12:00:00 AM,,11/01/2018 12:00:00 AM,11/01/2018 12:00:00 AM,08/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,11/01/2020 12:00:00 AM,01/01/2021 12:00:00 AM,01/01/2021 12:00:00 AM,"$2,100,000",Davey Ives,07/11/2021 12:00:00 AM,Mayoral,East New York Avenue and Albany Avenue,B193,40.66249,-73.941272,Brooklyn
6220,846 P-310HRFT,Hansborough Recreation Center Gym Floor and Window Reconstruction,This project will reconstruct the gymnasium floor and natatorium windows at the Hansborough Recreation Center.,completed,100,100,100,12/01/2013 12:00:00 AM,03/01/2015 12:00:00 AM,06/01/2015 12:00:00 AM,06/01/2015 12:00:00 AM,06/01/2015 12:00:00 AM,03/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,10/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,11/01/2017 12:00:00 AM,"$435,000",Steve Simon,07/11/2021 12:00:00 AM,City Council,35 West 134th Street,M131,40.812823,-73.939234,Manhattan
6326,846 P-3PDHBRC,Hansborough Recreation Center Reconstruction,"This project will reconstruct the pool, entrance and interior spaces of the Hansborough Recreation Center.",design,30,0,0,03/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,,,,,,,,,,,Greater than $10 million,Steve Simon,07/11/2021 12:00:00 AM,"Mayoral, City Council",35 West 134th Street between Lenox Terrace and 5th Avenue.,M131,40.812823,-73.939234,Manhattan
9255,846 P-3CPIHLP,Percy E. Sutton Playground Reconstruction,"This project will reconstruct Percy E. Sutton Playground, including  demolishing the existing comfort station and constructing a seating area, half-court basketball courts, a fitness area, lawn areas, and a bikeway.",construction,100,100,6.5,10/01/2017 12:00:00 AM,02/01/2019 12:00:00 AM,05/01/2019 12:00:00 AM,04/01/2019 12:00:00 AM,04/01/2019 12:00:00 AM,01/01/2020 12:00:00 AM,02/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,10/01/2022 12:00:00 AM,,,"$8,925,000",Steve Simon,07/11/2021 12:00:00 AM,Mayoral,Harlem River Drive between West 151st Street and West 155th Street,M141,40.825574,-73.934746,Manhattan
9246,846 P-311TURF,Harlem River Park Synthetic Turf Field Reconstruction,This contract will reconstruct the synthetic turf field in Harlem River Park.,procurement,100,40,0,02/01/2019 12:00:00 AM,02/01/2020 12:00:00 AM,,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,,,,,,,Between $5 million and $10 million,Steve Simon,07/11/2021 12:00:00 AM,Mayoral,"East 128th Street, Third Avenue Bridge, Harlem River Drive",M208D,40.805939,-73.933758,Manhattan
9079,846 NDF-HRPCS,Harlem River Park Comfort Station Construction,This project will construct a comfort station in Harlem River Park.,procurement,100,5,0,01/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,,,,,,,Between $3 million and $5 million,Steve Simon,07/11/2021 12:00:00 AM,Mayoral,"Harlem River Drive, East 128th Street, Third Avenue Bridge",M208D,40.806507,-73.934359,Manhattan
9599,,Harmony Park Reconstruction,This project will reconstruct Harmony Park.,proposed,0,0,0,,,,,,,,,,,,,Less than $1 million,,07/11/2021 12:00:00 AM,"Borough President, City Council","Troy Avenue, Atlantic Avenue & Schenectady Avenue",B403,40.677946,-73.934327,Brooklyn
8841,846 P-206ICKE,Harold Ickes Playground BMX Bike & Skate Park and Multipurpose Play Area Construction,"This project will construct a BMX bike, skate park and multipurpose play area at Harold Ickes Playground.",procurement,100,5,0,11/01/2017 12:00:00 AM,11/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,06/01/2019 12:00:00 AM,06/01/2019 12:00:00 AM,03/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,,,,,,Between $3 million and $5 million,Davey Ives,07/11/2021 12:00:00 AM,"Borough President, City Council",Hamilton Avenue between Van Brunt Street and Woodhull Street,B210H,40.682832,-74.006072,Brooklyn
8872,846 P-410SCN2,Harold Schneiderman Playground Reconstruction,This project will reconstruct Harold Schneiderman Playground.,design,50,0,0,10/01/2020 12:00:00 AM,10/01/2021 12:00:00 AM,,,,,,,,,,,Between $3 million and $5 million,Joanne Amagrande,07/11/2021 12:00:00 AM,"Borough President, City Council",155th Avenue and 83rd Street,Q408,40.665003,-73.850427,Queens
6301,846 P-1CRO19,Harris Park Reconstruction,"This project will reconstruct the park's perimeter lawn area, construct four (4) sets of steel signage, and construct a storm sewer connection.",completed,100,100,100,03/01/2014 12:00:00 AM,06/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,12/01/2015 12:00:00 AM,12/01/2015 12:00:00 AM,09/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2018 12:00:00 AM,,02/01/2018 12:00:00 AM,"$1,132,000",Michelle Martell,07/11/2021 12:00:00 AM,Mayoral,Harris Park located between Goulden and Paul Avenues and West 205th Street and Bedford Park Boulevard,X136,40.87628083,-73.89188167,Bronx
1083111,846 P-202CHAP,Harry Chapin Playground Sprinkler Reconstruction,This project will install a new drainage line and hydraulic board activator at Harry Chapin Playground.,completed,100,100,100,05/01/2017 12:00:00 AM,06/01/2018 12:00:00 AM,09/01/2018 12:00:00 AM,09/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,,09/01/2018 12:00:00 AM,08/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,"$88,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council",,B223H,40.700752,-73.994985,Brooklyn
9981,,Harry Maze Playground Comfort Station Reconstruction,This project will reconstruct the comfort station in Harry Maze Playground.,proposed,0,0,0,,,,,,,,,,,,,Less than $1 million,,07/11/2021 12:00:00 AM,City Council,,B285,40.643464,-73.923128,Brooklyn
5968,846 P-2BWCC09,Hickman Playground and Harry Maze Playground Multipurpose Field Reconstruction,This project will reconstruct the multi-purpose ballfields at Hickman Playground and Harry Maze Playground.,completed,100,100,100,09/01/2012 12:00:00 AM,02/01/2013 12:00:00 AM,,08/01/2014 12:00:00 AM,08/01/2014 12:00:00 AM,05/01/2015 12:00:00 AM,,05/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,"$2,115,000",Davey Ives,07/11/2021 12:00:00 AM,"Borough President, City Council","Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",B285,40.643418,-73.923176,Brooklyn
5968,846 P-2BWCC09,Hickman Playground and Harry Maze Playground Multipurpose Field Reconstruction,This project will reconstruct the multi-purpose ballfields at Hickman Playground and Harry Maze Playground.,completed,100,100,100,09/01/2012 12:00:00 AM,02/01/2013 12:00:00 AM,,08/01/2014 12:00:00 AM,08/01/2014 12:00:00 AM,05/01/2015 12:00:00 AM,,05/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,"$2,115,000",Davey Ives,07/11/2021 12:00:00 AM,"Borough President, City Council",Veterans Av Bet E 68 and E 66 Sts,B330,40.6203,-73.912997,Brooklyn
5191,846 P-217HMZE,Harry Maze Playground Security Lighting Installation,This project will install security lighting in Harry Maze Playground.,completed,100,100,100,05/01/2010 12:00:00 AM,09/01/2013 12:00:00 AM,,03/01/2015 12:00:00 AM,03/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,08/01/2016 12:00:00 AM,06/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,09/01/2017 12:00:00 AM,,05/01/2017 12:00:00 AM,"$219,000",Davey Ives,07/11/2021 12:00:00 AM,Mayoral State,Avenue D between 56th Street and 57th Street,B285,40.64341778,-73.92317583,Brooklyn
9383,846 P-1HVMRCS,Havemeyer Playground Comfort Station Reconstruction,This project will reconstruct the comfort station in Havemeyer Playground.,procurement,100,40,0,10/01/2018 12:00:00 AM,10/01/2019 12:00:00 AM,,11/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,08/01/2020 12:00:00 AM,02/01/2021 12:00:00 AM,,,,,,Between $1 million and $3 million,Michelle Martell,07/11/2021 12:00:00 AM,Mayoral,Watson Avenue between Havemeyer Avenue and East 177th Street,X148M1,40.829943,-73.8479,Bronx
6167,846 P-2PLG13F,"Wingate Park Gym, Heckscher Playground, and Nautilus Playground Reconstruction","This project will reconstruct the outdoor gym at Wingate Park, the play area at Heckscher Playground, and the handball, basketball, sitting area and multi-purpose play area at Nautilus Playground.",completed,100,100,100,05/01/2012 12:00:00 AM,06/01/2013 12:00:00 AM,,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,05/01/2014 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,"$1,840,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council",Linden St. bet. Central Ave. and Wilson Ave.,B139,40.694949,-73.918535,Brooklyn
6167,846 P-2PLG13F,"Wingate Park Gym, Heckscher Playground, and Nautilus Playground Reconstruction","This project will reconstruct the outdoor gym at Wingate Park, the play area at Heckscher Playground, and the handball, basketball, sitting area and multi-purpose play area at Nautilus Playground.",completed,100,100,100,05/01/2012 12:00:00 AM,06/01/2013 12:00:00 AM,,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,05/01/2014 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,"$1,840,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council","Public Beach, W 29 and W 32 Sts",B268,40.571786,-73.995966,Brooklyn
6167,846 P-2PLG13F,"Wingate Park Gym, Heckscher Playground, and Nautilus Playground Reconstruction","This project will reconstruct the outdoor gym at Wingate Park, the play area at Heckscher Playground, and the handball, basketball, sitting area and multi-purpose play area at Nautilus Playground.",completed,100,100,100,05/01/2012 12:00:00 AM,06/01/2013 12:00:00 AM,,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,05/01/2014 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,07/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,"$1,840,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council",S E Corner Brooklyn Av and Rutl& Rd,B254,40.659213,-73.9449,Brooklyn
